Title,Posting URL,Price,Location,Posted on,Post Time,Updated on,Update time,Description
2015 CRF250R,http://albany.craigslist.org/mcy/5675594480.html,$4500, (Rotterdam),2016-07-09,23:36:38,N/A,,"
2015 crf250r bought end of last season rode 5 times last year snapped my leg over winter due to surgury won't be able to ride have paper work service book about maybe 7 hours on it. Color lines still on the tires.    "
2015 Honda Rebel (CMX250),http://albany.craigslist.org/mcd/5651914806.html,Not Listed," (Bennington, VT)",2016-06-24,15:59:03,2016-07-22,09:43:49,"
Ronnie's Cycle BenningtonContact: 
 show contact info
ext 224text: 224 to 
 show contact info
for more details


http://6937.motorcyclesforless.net/v/22005533/2/15960919/224


InfoType : CruiserStock # : 900748DetailsColor : BlackCondition : NewDrivetrainEngine Size : 234Transmission : 5-speed



"
2015 Honda FourTrax Foreman Rubicon 4x4 EPS (TRX500FM6F) Red,http://albany.craigslist.org/snd/5725756766.html,Not Listed," (Bennington, VT)",2016-08-10,13:07:53,2016-08-16,11:33:23,"
2015 HONDA FOURTRAX FOREMAN RUBICON 4X4 EPS (TRX500FM6F) 
InfoType: Work/UtilityStock #: 000107DetailsColor: RedCondition: NewDrivetrainEngine Size: 475Transmission: 5-speed with reverse
DescriptionPower Steering!!  Engineered For Comfort And Confidence—All Day Long.      FourTrax Foreman Rubicon has always been a rider favorite. And here’s the best news: for 2015  the Rubicon is better than ever  with new features and six models that give you a wide variety of choices. Its superior engineering gives you the confidence you need to tackle tough trails.     Recommended for riders 16 years of age and older. Honda recommends that all ATV riders take a training course and read their owner's manual thoroughly.  
Ronnie's Cycle Bennington
address:    2601 West Road Bennington VT, 05201phone:      &phone; 
show contact info
ext 228text: 228 to 
 show contact info
for more details 
link:       http://6937.qualityatv.net/s/18003922/2/16856945/228 
contact:    Ronnie's Cycle of Bennington

"
"ACURA ILX, RLX/HONDA CIVIC, CR-V 07-15 A/C COMPRESSOR",http://albany.craigslist.org/pts/5706918828.html,$125, (STILLWATER),2016-07-29,14:47:20,2016-08-07,10:19:14,"
Acura/Honda Original Equipment Sanden A/C Compressor Tested/Working. Fits Acura/Honda Models:
2013-2015 Acura ILX 2.4L
2007-2012 Acura RDX 2.3L
2012-2014 Honda Civic 2.4L
2007-2015 Honda CR-V 2.4L
"
NEW 2015 CB500X ADVENTURE BIKE,http://albany.craigslist.org/mcd/5737434382.html,$5809," (PALATINE BRIDGE,NY)",2016-08-17,16:19:54,2016-08-17,16:40:25,"
BRAND NEW UNFIRED, FULL WARRANTY,FUEL INJECTED ,LIQUID COOLED,6-SPEED MANUAL TRANS,ADVENTURE TOUR MIDSIZE MOTORCYCLE.GREAT STARTER BIKE,LIGHT,POWERFULL,GREAT FUEL MILEAGE.NORMAL LIST PRICE WITH FREIGHT AND PREP WAS $6609.00 WITH FACTORY INCENTIVES AND DEALER CASH OFF NOW OFFERED AT $5809.00 FINANCING AVAILABLE,PLEASE CALL BARRY AT 
show contact info
"
2010 Honda Pilot EX-L 4x4 Luxury SUV w DVD Leather Moonroof n More!,http://albany.craigslist.org/ctd/5720683782.html,$19495, (*Honda* *Pilot*),2016-08-07,11:13:28,N/A,,"
       
        Tower Auto Sales

            Call Us : (518) 213-5275


        General Information
    


Year : 2010
            

Make : *Honda*
            

Model : *Pilot*
            

Exterior Color : GY
        

Interior Color : Unspecified
                

Fuel : GAS
                

Transmission : AUTOMATIC
                

Engine : 3.5L V6
                

Stock Number : 9260
        

VIN Number : 5FNYF4H62AB024109
        

Miles : 84272
            

Price : 

          
                $ 19495
          
            



        Vehicle Information
    



Description : 

                        Our 2010 Pilot EX-L returns to its SUV roots by bulking up its exterior with a higher hood line, and tall oversize grille. This Pilot is a 4x4, and comes equipped with a 3.5-liter V6 that generates 250 hp and 253 lb/ft of torque.   On the inside, it revamps its dash and steering column and adds more standard features. Take a look at our pictures and you will notice the nice layout of gauges and knobs. Everything you need is right there within arms reach. Inside you will find all the luxury features you demand, including leather, a moonroof, and a DVD System for the kids!  Our 2010 Honda Pilot boasts a pleasant ride, perfect crash test scores, a smooth V6, and all the features you d expect in a Honda! Take a look at our pictures and then- Print this page and call us Now... We Know You Will Enjoy Your Test Drive Towards Ownership! Stop in today at Tower Auto Sales or give us a call at 518-382-8397!

Options : 

                        DVD rear entertainment system (RES),Integrated glass antenna,512-watt AM/FM stereo w/6-disc in-dash CD changer -inc: (9) speakers subwoofer MP3/WMA playback aux input jack radio data system speed-sensitive volume control USB audio interface,17 alloy wheels,Body-colored heated pwr mirrors,Compact spare tire,Body-colored door handles,Heat-rejecting green-tinted glass,Intermittent rear window wiper/washer,Fog lights,Roof rails,1-touch pwr moonroof w/tilt manual sunshade,Body-colored body side molding,Acoustic windshield,Variable intermittent windshield wipers,Rear privacy glass,Tailgate w/lift-up glass hatch,P245/65R17 all-season tires,Front & rear splash guards,Multi-reflector halogen headlights w/auto-on/off,Tri-zone automatic air conditioning -inc: humidity control air-filtration system,Rear seat heater ducts,Upper & lower front row seatback pockets,Floor mats,Tilt & telescoping steering column,Leather-wrapped steering wheel,Ambient console lighting,Outside temp display,Immobilizer theft-deterrent system,Security system,Illuminated steering wheel-mounted cruise controls,8-passenger seating,Remote fuel filler door release,(12) cup holders,Maintenance Minder system,Pwr windows w/dual front auto-up/down,Rear window defroster w/timer,(3) 12V aux pwr outlets,Pwr door & tailgate locks,Instrumentation -inc: digital odometer (2) digital trip meters trip computer miles-to-empty indicator compass,Multifunctional center console,Courtesy door lights,Warning lights -inc: low-fuel low-oil pressure door/tailgate open passenger airbags status vehicle stability assist,Cruise control,Leather-trimmed heated front bucket seats -inc: 8-way pwr driver seat driver pwr lumbar 4-way pwr passenger seat,Dual illuminated visor vanity mirrors,HomeLink universal garage door opener,Auto-dimming rearview mirror w/rearview camera display,Remote keyless entry,Front seat adjustable active head restraints,Conversation mirror w/sunglasses holder,Illuminated steering wheel-mounted audio controls,Rear hidden storage compartment,Cargo area -inc: cargo net cargo light (4) tie-down anchors bag hooks,115V pwr outlet,3rd row 60/40 split flat-folding bench seat,2nd row 60/40 split reclining sliding flat-folding bench seat,Sliding sunvisor extensions,Map lights on all rows,Head restraints at all seating positions,3.5L SOHC MPFI 24-valve i-VTEC V6 engine,Drive-by-wire throttle,Front & rear stabilizer bars,Heavy-duty automatic transmission fluid cooler,Multi-link rear suspension w/trailing arms,Active control engine mount system (ACM),Chrome exhaust finishers,MacPherson strut front suspension,5-speed automatic transmission w/OD,Heavy duty pwr steering fluid cooler,Unit-body construction,Active Noise Cancellation (ANC),Pwr ventilated front/solid rear disc brakes,Variable Torque Management (VTM-4) 4-wheel drive system -inc: manual push-button locking rear differential,Integrated class III trailer hitch w/trailer harness pre-wiring,Hill start assist,Variable pwr rack & pinion steering,Variable Cylinder Management (VCM),4-wheel anti-lock braking system (ABS) w/electronic brake distribution (EBD),Front 3-point seat belts -inc: automatic tensioning system adjustable anchors,Dual front side-impact airbags w/passenger-side occupant position detection system,3rd row child seat tether anchors,2nd & 3rd row lower anchors & tethers for children (LATCH),Vehicle Stability Assist (VSA) w/traction control,Brake assist,Side-impact door beams,2nd & 3rd row 3-point seat belts,Side curtain airbags on all rows w/rollover sensor,Advanced Compatibility Engineering (ACE) body structure,Child-proof rear door locks,Tire pressure monitoring system -inc: location indicators,Daytime running lights,Dual front dual-stage dual-threshold airbags

 

Go to URL below to Email, Get Financed and View More Pictures
http://vehiclefinderusa.com/towerautosales/5FNYF4H62AB024109





        Dealer Information
    


Tower Auto Sales
Phone : (518) 213-5275

1806 State Street Schenectady, NY 12304



Why Buy From Us ???  
        Why Buy From Us ???  Here at Tower Auto Sales in Schenectady NY, we strive to help everyone, regardless of their recent credit history get into a car, truck or SUV that meets their transportation needs. We work with a diverse group of lenders, allowing us to offer the best rates and terms available for your next vehicle purchase. Got Credit Problems? Call us Today!What Our Customers Are Saying....I would highly recommend Tower Auto Sales to anyone looking for a used car!!! I recently purchased a 2012 Ford Fusion from Tower Auto Sales. The car was very clean and priced appropriately, the dealership had a comfortable atmosphere and the staff was extremely friendly, helpful and honest. Tower Auto Sales was a REFRESHING car buying experience!! Jason From Galway




2010 **Honda Pilot** *EX-L*  
                *EXL* *SUV*  
                *Toyota* *Highlander*  
        

**HONDA** **PILOT** **HONDA** **PILOT** **HONDA** **PILOT** **HONDA** **PILOT** **HONDA** **PILOT**

Powered by : IproSell 		2015 2014 2013 2012 2011 2010 2009 2008 2007 2006 2005 2004 2003 2002 2001 15 14 13 12 11 10 09 08 07 06 05 04 03 02 01
    "
2015 Honda Civic EXL,http://albany.craigslist.org/cto/5684064409.html,$17500," (Richfield Springs, NY)",2016-07-15,10:38:01,2016-08-12,07:50:35,"
This car is in excellent condition w/only 20,000 miles. Fully loaded, power everything, navigation, xm radio, sun roof, leather, heated seats, weather tech floor mats and truck mat, car starter and back up camera along with right side lane camera. Very nice looking car and great on gas mileage (32mpg avg.) Willing to trade for ford pickup trucks only (f150,f250,f350). $17,500 Any questions contact me @ 
show contact info
"
2013 Honda Civic Full Waranty 7yrx100k,http://albany.craigslist.org/cto/5690757523.html,$13500, (Albany),2016-07-19,14:50:29,2016-08-01,21:16:18,"
2013 Honda Civic sedan, Transferable 7 year 100k mile ""bumper to bumper warranty"", I purchased this Certified Pre-Owned in June 2015, extra set of all season tires, all original sale receipts in hand, Clean and Clear Title in hand. Will Deliver. Cash sale or Certified Bank Check. $14K. This car is clean and in great shape, No Accidents or dents. 
 There are No Banks involved on my side of this deal because I paid cash, so I do own this car outright.    "
SUMMER PRICE SLAM SAVE $$$$,http://albany.craigslist.org/mcd/5672826508.html,Not Listed, (albany ( honda )),2016-07-08,09:59:45,2016-08-02,11:50:04,"
CRAZZZZZZZZZZZZZZY - SUMMER  DEALS ON ALL ON - OFF ROAD -ATVS HONDAS IN STOCK  2015  &  2016 s  ALBANY HONDA 390 NEW KARNER RD ALBANY NY ( corner rt 155 new karner rd & rt 5 central ave )  helmets - goggles - gloves   odds & ends BEST DEALS NOW !!!!!!!    "
2013 Honda Civic - $14000,http://albany.craigslist.org/cto/5681151781.html,$14000,Not Listed,2016-07-13,13:50:33,2016-07-19,14:29:19,"
2013 Honda Civic sedan, Transferable 7 year 100k mile ""bumper to bumper warranty"", I purchased this Certified Pre-Owned in June 2015, extra set of all season tires, all original sale receipts in hand, Clean and Clear Title in hand. Will Deliver. Cash sale or Certified Bank Check. $14K. This car is clean and in great shape, No Accidents or dents. 
 There are No Banks involved on my side of this deal because I paid cash, so I do own this car outright    "
Honda Accord Crosstour roof crossbars,http://albany.craigslist.org/pts/5683630830.html,$220, (Rotterdam),2016-07-14,23:31:53,2016-08-11,06:58:37,"
I have genuine oem Honda Accord Crosstour roof crossbars, all hardware included. Will fit 2010-2015 models. Easy to install, just took them off the car before trading them it. One year old. Excellent condition. Paid $300 at dealer, need sold fast. Price is $220, great deal. Call me 508713159six.    "
1973 honda cb350f four cyl.,http://albany.craigslist.org/mcy/5684723114.html,$2999, (schroon lake),2016-07-15,16:24:20,N/A,,"
all original even rear tire [have front] 4500.miles .stored from 1980 until 2015.runs like new looks very good.tank has paint patch doesn't match.chrome excellent,new front tire,orig has slight bubble.female owned came with aaa floor boards you can have.replaced master cal with non orig part but comes with orig if u want to rebuild.pipes orig but have some rust on bottom and one leaks at muffler.gets a lot of attention wherever i take it people stop all the time to ask and admire it.i had to listen to many stories of peeps first bike.not much negotiation available as it was expensive to restore the mechanics.candy bacchus green 3 stage paint is available but I'm not trying it!    "
2015 Honda CRF450R dirtbike never raced only rode a few times like new conditio,http://albany.craigslist.org/snd/5692017635.html,$5495, (Ticonderoga NU),2016-07-20,11:21:43,2016-08-17,15:11:24,"
Just in 
2015 Honda CRF450R dirtbike 
never raced only rode a few times like new condition 
$5495
call with any questions at 
 show contact info
"
2015 V-STAR 950!!! JUST PURCHASED YAMAHA FACTORY SALE!!! LAST ONES!!,http://albany.craigslist.org/mcd/5714399673.html,$6999, (UTICA),2016-08-03,11:29:04,2016-08-16,12:14:22,"
2015 V-STAR 950!!! JUST PURCHASED YAMAHA FACTORY SALE!!! LAST ONES!!

ONE AVAILABLE IN REDDISH COPPER!!

AND ONE AVAILABLE IN RAVEN BLACK!!

ORIGINAL RETAIL WAS $9,065

OUR PRICE IS $6,999 ON EACH!!

$2,065 SAVINGS OFF OF ORIGINAL PRICE!!!

INCLUDES A FULL-FACTORY WARRANTY!!!!

V Star 950 is the benchmark in the entry cruiser class, appealing to seasoned riders as well as those looking for a friendly entry-level cruiser. The air-cooled V-twin delivers plenty of distinctive, big-cruiser character and pulsing torque feel. Seat height is an extra-low 26.6 inches. The full-sized chassis has a long, low look and provides spacious comfort. Handling is sporty and responsive, great for curvy back roads and commuting around town as well as open-highway cruising.

The 942cc 60ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â° V-twin engine is both simple and sophisticated. Sure, there's no-fuss air cooling for traditional looks. But inside you'll find the reason for the surprisingly spirited performance: four-valve cylinder heads, ceramic-composite-lined cylinders, forged aluminum pistons, and fuel injection. The meticulously tuned 2-into-1 exhaust system has a throaty exhaust note, and also 3-way catalyst technology to reduce air pollution.

The carefully designed chassis contributes to an exceptionally light feeling riders are sure to appreciate. The double-cradle steel main frame offers an ideal rigidity balance in the longitudinal, lateral, and torsional directions, using the engine as a stressed member. With the engine mounting position slightly forward for optimum front-rear weight distribution and its large, 18-inch front wheel, V Star 950 has outstanding handling performance.

The V Star 950 achieves fuel economy up to an estimated 47 mpg* with a fuel tank that holds 4.5 gallons of gas.

Fenders are real steel, front and rear. That adds to the quality look and feel, and makes customization easier.

The 58 cubic inch (942cc) engine is an air-cooled SOHC 60ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â° V twin. With four valves per cylinder, a pent-roof shaped combustion chamber, and 9.0:1 compression ratio, this engine has been carefully designed to produce excellent power characteristics, and best-in-class acceleration.

To keep friction loss to a minimum and help the engine achieve the ideal performance characteristics, special compact roller-type rocker arms with needle bearings are used. These also reduce top-end weight for excellent mass centralization.

The combustion chamber shape was precisely engineered to direct the fuel air charge into the center of the piston for faster combustion and maximum power. Ceramic-composite-plated cylinders provide excellent heat dissipation and reduced oil consumption.

High-quality forged aluminum pistons have a lightweight, high-strength compact design that contributes to reduce vibration.

Sophisticated fuel injection is used on the V Star 950. The injectors are four-hole, two-directional types with spray aimed at the valve surfaces. That produces good fuel atomization for faster and more complete combustion which contributes to excellent drivability. The fuel injection system also adopts an ISC (Idling Speed Control) valve for outstanding idling stability.

Lubrication is provided by a simple, reliable wet sump system.

The 5-speed transmission has a smooth shifting feeling, and gear ratios spaced to let the rider take full advantage of the engine's torque characteristics and enjoy comfortable cruising at highway speeds. 

Naturally, power is efficiently transferred to the rear wheel using a simple, quiet belt drive.
The engine's look is highly detailed, with polished cylinder fins and beautifully chrome-plated cylinder head covers, for an exceptional appearance sure to be noticed.

COME IN AND THEM IT NOW!
SPORTS UNLIMITED!
WERE AT 5654 HORATIO STREET UTICA,NY 13502.
OUR NUMBER IS 
 show contact info



ags ignore:::: ATV atv sxs SXS SxS side by side utv offroad polaris yamaha arctic cat arcticcat skidoo ski doo canam can-am can am honda suzuki kawasaki snowmobile motorcycle youth gokart go kart mini bike minibike dirtbike dirt bike sportsman ace ranger rancher mule kubota trike outlaw 50 65 70 80 90 100 110 120 125 140 85 250 230 225 335 425 400 380 170 450 500 550 600 650 700 750 800 850 
 show contact info
harley hd harley davidson indian spyder    "
2015 cb300f,http://albany.craigslist.org/mcy/5714551422.html,$4500, (Rexford),2016-08-03,12:45:34,N/A,,"
Up for sale is my girlfriends 2015 Honda CB300F. She bought it brand new just a few months ago and has only put 66 miles on it. Unfortunately she just doesn't have the time to ride it. She owes just over $4500 on it still. Which we will acquire a lien release same day as potential sale (if the bank is open). We would like to get as close to $4500 or best offer in order to pay off what she owes on it. Not looking to trade anything, any cash offer will be considered.  
The bike is lowered on a fully adjustable lowering link and has a fully adjustable side stand making it perfect for a shorter rider. Also has frame sliders on it and shorty levers. EXCELLENT beginners bike to learn on or for a commuter bike seeing as it gets amazing mpg. It was dropped once while not moving causing very minimal damage on the right hand side of the bike, which can be seen in pictures. If you're interested or have any questions call or text me at 518-813-fivefive49.    "
2014 Honda CBR 650F,http://albany.craigslist.org/mcy/5703786235.html,$6800, (Saratoga Springs),2016-07-27,15:47:28,N/A,,"
For sale is my 2014 Honda CBR 650F.  It's basically brand new with only 341 miles on it.  I bought it brand new in February of 2015.  I never got to ride in 2015 due to an injury.  I am now moving and cannot take it with me.    "
"****2015 Honda Accord 2 door like new runs drive great,need nothing **",http://albany.craigslist.org/cto/5710026698.html,$19995, (oneonta),2016-07-31,16:49:37,N/A,,"
2015 hond accord bought brand new from delership.. one owner runs and drive great  heated leather seat ,back up camera,xm radio sun roof... exl model key less.... call George at 
 show contact info
no trades
19995 or best offer    "
2015 Honda NM4,http://albany.craigslist.org/mcy/5673408590.html,$9000," (Malta, NY)",2016-07-08,15:14:22,N/A,,"
This motorcycle is still brand new with 630 original miles.
I am selling only because I spend most of my time working and traveling.
If I do have days off, I am on the golf course!
This bike is too awesome and unique for me just to have it parked in the garage.
"
2015 Honda Rebel (CMX250) 234cc Black,http://albany.craigslist.org/mcd/5725604198.html,Not Listed," (Bennington, VT)",2016-08-10,11:50:57,2016-08-16,11:31:37,"
Ronnie's Cycle BenningtonContact: 
 show contact info
ext 215text: 215 to 
 show contact info
for more details


http://6937.motorcyclesforless.net/p/22005533/2/16856938/215


InfoType : CruiserStock # : 900748DetailsColor : BlackCondition : NewDrivetrainEngine Size : 234Transmission : 5-speed
"
HONDA 500 FOREMAN POWER STR. NEW 2015 !!,http://albany.craigslist.org/snd/5696681859.html,Not Listed, (JAF HONDA),2016-07-23,08:34:30,2016-08-15,08:18:20,"
SPECIAL PURCHASE ! NEW LEFTOVER ! YOUR CHOICE SPECIAL BLK. COLOR ! SAVE $$ JAF HONDA 
show contact info
"
Fisher Sport Avenger,http://albany.craigslist.org/boa/5679422061.html,$19900, (Troy),2016-07-12,13:16:17,2016-08-06,05:32:56,"
Boat For Sale
 1998 ,19' Fisher Sport Avenger 
2012 115 Hp. E-Tec ( less then 100 hrs )Factory Warranted until 9/17
2010 8 Hp. Johnston kicker  4 stroke ( less then 50 hrs. )
2015 Troll Master remote throttle control  dash mounted for kicker
CMC remote tilt and trim, dash mounted controls for kicker
SS EZ steer ,connects big motor to the kicker ,steer the kicker with the big motor
Honda in line water separator and filter
Minn Kota 80 lb. thrust 24v I-pilot with remote ( Gps.cruse control ,anchor lock ,trail recoard and more )
Welded hull
Full custom Sumbrella canvas
Sport top with side curtains
New carpeting last year
All deck hatches custom aluminum diamond plate
2 new Temptress seats last year
2 Fisher pedestal seats
VHS. radio
Stero/CD
3 new batteries last year
On board 3 bank  Pro Sport battery charger
2 live wells
SS rear ratchet tie downs
New Bay star hydrolic stearing
2015 Sea Lion Galvanized trailer with LED lights 
Fulton winch
Mounted spare
 2  2015 Cannon Uni-Troll 10 manual down riggers w/ 54"" extendable booms,swivel bases ,loaded with down rigger braid
 2 Scotty manual down-riggers with swivel bases ,loaded with down rigger braid
4 Cabelas quick draw side mounted rod holders
Anchors, PFD
Over $38,000 invested
This boat is a serious boat ready to fish,It's deep and wide and will fish in all weather comfortably.No corners were cut to set it up.Everything is in  great condition .The motors run flawlessly and have never failed.
"
2015 Honda Shadow Aero (VT750C) Candy Red Wide-ratio 5-speed 745cc,http://albany.craigslist.org/mcd/5722840863.html,Not Listed," (Bennington, VT)",2016-08-08,16:59:10,2016-08-16,11:24:54,"
Call Ronnie's Cycle of Bennington at 
 show contact info
ext 155or text 155 to 
 show contact info
for full details
http://6937.motorcyclesforless.net/l/21053872/2/16803754/155
DescriptionJust Arrived!!!  Righteous Look. Right Price.      You don’t kick back and relax in a suit and tie. When you want to take it easy  you slip into something more comfortable  a little more your style. Same with a motorcycle. And time is the test of style. So when you want to go for a nice  relaxed ride  you want a bike that fits you like your favorite leather jacket or your old blue jeans  and one that looks just as chill too. And that’s what the Honda Shadow Aero is all about. Our Shadow line of cruisers are some of the most popular bikes on the road  and one look at the Shadow Aero will tell you why. Features like its spoked wheels  full fenders and long  chromed mufflers are all about taking it easy  and looking good while you’re doing it. But the Aero rider also gets some thoroughly modern performance courtesy of this bike’s 745 cc V-twin engine  specially tuned for low-revving torque. Maintenance-reducing features like shaft final drive make the Aero easy to own. And best of all  the Aero is a huge bargain  giving you a big-bike ride without the big-bike price. InfoType: CruiserStock #: 200203DetailsColor: RedCondition: NewDrivetrainEngine Size: 745Transmission: Wide-ratio 5-speed
"
NEW HONDA CMX250 REBEL,http://albany.craigslist.org/mcd/5737265222.html,$4382," (PALATINE BRIDGE,NY)",2016-08-17,14:51:04,N/A,,"
BRAND NEW 2015 HONDA CMX250 REBEL IN CANDY RED.GREAT STARTER BIKE,LOW SEAT HEIGHT 250CC TWIN AIRCOOLED ENGINE 5 SPEED TRANS.THIS MACHINE ON ITS WAY  FROM WAREHOUSE TO US THIS WEEK.THIS MACHINE HAS A $200.00 FACTORY BONUS THAT IS NOT ON A 2016 MODEL,SAME EXACT MOTORCYCLE. FRESH IN CRATE.CALL BARRY @ 
show contact info
"
Stunning 2015 Honda Fourtrax rancher,http://albany.craigslist.org/snd/5712293255.html,$5890, (B&B; POWERSPORTS),2016-08-02,01:36:44,N/A,,"
Stunning 2015 Honda Fourtrax rancher 420 electronic fuel injection with selectable 2wd & 4 wd. has only 300 miles on it selectable four-wheel-drive mechanically perfect cosmectically great... $5890!    "
2016 ODES Raider EPS 800cc Sport 2 Seater Side by Black Carbon,http://albany.craigslist.org/snd/5686034782.html,$11799," (Hoosick Falls, NY)",2016-07-16,13:59:22,2016-08-05,11:42:57,"
2016 ODES RAIDER EPS 800CC SPORT 2 SEATER SIDE BY SIDE
InfoStock #: LV_240BDetailsColor: BlackCondition: NewDrivetrainEngine Description: 800cc V-Twin Fuel Injected (60HP)
DescriptionYou can own it for as little as $48 per week with $0.00 Down Payment − ""Apply Today""The 2015 Raider EPS 800cc is the ultimate dual sport side by side.  With the ODES 800cc V-Twin, Fuel Injected Engine that produces a staggering 60HP and industry leading towing capability of 2200lbs it's no wonder why so many people are going with ODES Products over the competition.  The Raider comes fully equipped with LED Lighting, MP3/Bluetooth Radio, 3500lbs and more standard features than our competition.  If you want to blaze the trail and make all your friends envy your ride, go pick up a Raider 800 and smash the competition!  You won't ever have to worry about getting dirty because you will always be in the lead! If you are in search of a new UTV come test drive the Raider EPS models and feel the difference!Available in:  Carbon Fiber Red, Carbon Fiber Black or Carbon Fiber WhiteFINANCING AVAILABLE:  Rates as low as 0% with $0 Down Payment Required. ZERO ""OUT OF POCKET"" All Raider EPS Models come FULLY LOADED with the following standard features that all other companies charge extra for.-32"" Combo LED Light Bar-3500lbs Front Winch-Electric Power Steering-14"" Aluminum Wheels on 27"" Tires-MP3/Bluetooth/AM-FM Sound System-Heavy Duty Roof & Windshield-Heavy Duty Front & Rear Bumpers -Metal Framed Doors w/ Auto Latching System -3 Tone Adjustable Seats-12v Cab Power Source -Metal Front & Rear A-Arm Guards -4 Wheel Hydraulic Disc Braking System-Easy to use Automatic CVT TransmissionAnd much more!Financing Rates 0% for 36, 1.99% for 48, 2.99% for 60, 4.99% for 72All Financing Plans Require $0 Down w.a.c.We also have other financing rates that accept credit scores as low as 580Below are the full specifications for this modelEngine Type   800cc V-Twin Cylinder 4 Stroke EFIHorsepower   60 HorsepowerEngine Oil   Royal Purple 10w/40 Max Cycle Synthetic Oil™Max Torque   73N.m (4000r/min)Compression Ratio  10:3:1Cooling Lubricant  Royal Purple Purple Ice™Intake/Air   Front Snorkel, Center Intake, Rear IntakeTop Speed   58MPH (depending on rider weight, load and driving conditions)Drive Type   Fully AutomaticGears    L-H-N-R-PClutch    CVTech Clutch System™Drive    Shaft Drive Front/Rear4x4 Capable   2x4, 4x4, Differential Locking Switch Starting System   Push To StartIgnition    Delphi-EFI™Fuel System   Electronic Fuel Injection-Delphi EFI™Fuel Capacity   6 GallonsUTV Dimensions  115""""(L) x 64""""(W) x 79"""" (H)Cargo Bed Dimensions  31.5""""(L) x 43.9"""" (W) x 12.4"""" (H)Ground Clearance  14.4 InchesTowing Capacity  2200LBS (330 Tongue)"",""32"""" Combo LED Light Bar,Built-in Radio/Bluetooth/MP3 Player with Speakers,3500lb Front Winch - Wirelss Winch Controller,HD Composite Roof,Rear Tie Down Bars,Windshield,Side Mirrors,Push Button Start,14"""" Aluminum Wheels,27"""" Tires (6 Ply),Extended Fender Flares,Tow Hitch Receiver - 2"""" Tow Ball,Triple Tone Ergonomic Adjustable Seating,Digital Display,12v Interior Power Outlet,Interior Grab Bars,Fully Automatic Transmission H-L-R-N-P,Emergency Brake System,Independent 4 Wheel Disc Brakes,Independent Dual A-Arm Suspension,Metal A-Arm Guards,Metal Radiator Guards,Dual Fan Cooling System,High Flow Performance Radiator Hoses,Integrated Turn Signals,Locking Glove Box,Bed Tie Down Hooks
JC Tractor and Powersports
address:    3512 State Route 7 Hoosick Falls NY, 12090phone:      &phone; 
show contact info
ext 6text: 6 to 
 show contact info
for more details 
link:       http://15575.valuepowersports.net/s/26846333/2/16376760/6 
contact:    John Cipperley

DisclaimerPolaris, Yamaha, BRP, canam, can am, Honda, Suzuki, Kawasaki, Artic Cat, Bennche, Massimo, Hisun, BMS, Coleman, CF Moto, CFMoto, Badboy, Mahindra, cub cadet, atv, quad, utv, side by side, side x side, 4wd, awd, mudding, trail, farm, utility, sport, 1000, 800, 900, 850, 700, 750, 650, 660, 500, 550, 400, 250, cc, winch, led bar, hunting, TRX, Rincon, fourtrax, rancher, pioneer, wildcat, prowler, HDX, John deere, gator, rsx, alterra, big bore, trv, tbx, brute force, kfx, mule, teryx, camo, kingquad, king, Ozark, grizzly, Kodiak, yxz, wolverine, Viking, ranch, raptor, yxf, sportsman, 450, 570, ace, ranger, general, rzr razor, razer, slingshot, sling shot, highlifter, high lifter, lifted, outlander, defender, commander, maverick, strike, volunteer, challenger, intimidator, branson, ls, new Holland, hustler, bad boy, stampede, vehicle, mower, ez go, club car, clubcartoyq49ptbbv3b0iuumm59y28c    "
2015 HONDA CIVIC LX,http://albany.craigslist.org/cto/5673452855.html,$14899, (RAVENA),2016-07-08,15:38:16,2016-08-06,21:14:58,"
2015 HONDA CIVIC LX, GREY EXTERIOR, GREY CLOTH INTERIOR, 4 DOOR AUTOMATIC, BACKUP CAMERA, CD PLAYER, NO ACCIDENTS. COMES WITH HONDA FACTORY WARRANTY. PRICE IS FIRM CAR HAS ONLY 9900 MILES ON IT. CAR CAN CAN BE SEEN AND TEST DRIVEN IN RAVENA, NY. THIS IS A SALE FROM PRIVATE OWNER, I AM NOT A DEALER. THANKS FOR LOOKING.

show contact info
"
2015 Honda CBR500R OBO Need Gone ASAP,http://albany.craigslist.org/mcy/5702355372.html,$4200, (Troy/ Albany),2016-07-26,18:03:01,2016-08-10,11:25:36,"
Excellent condition, never been down or dropped
2,215 miles still ride a little bit so will go up some
Aftermarket MGP Growler shorty exhaust. For a 500cc this thing is loud
Gold clutch and brake levers were on for a week but did not like them
Always had maintenance done at JAF motors in Scotia, this is where I bought it from last summer
Cellphone mount
Tires are great
I have all the stock equipment that will come with the bike!!
Just inspected on July 15th

I NEED IT GONE ASAP MAKE ME AN OFFER!!!!. I WANT TO BUY A BIGGER BIKE.    "
New Honda CBR250 (Red) low mileage,http://albany.craigslist.org/mcy/5689558033.html,$3500, (ALbany and Surrounding areas),2016-07-18,19:37:13,N/A,,"
Red 2013 Honda CBR 250
Looks like new
No trade 

Only 361 mileage    "
